id,nivel,categoria,pergunta,resposta,tags
948,3,Cenários,Como PROGRAM-ID deve ser avaliado em um cenário de cálculo de juros e multa em COBOL?,"Nível 1 - Contexto: em cálculo de juros e multa, PROGRAM-ID precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: PROGRAM-ID nomeia o programa de forma inequívoca, sendo o ponto de referência para compilação, chamada e manutenção, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação.","PROGRAM-ID, cálculo de juros e multa, nível 3, cobol"
949,4,Cenários,Como LINKAGE SECTION deve ser avaliado em um cenário de tratamento de fim de arquivo em COBOL?,"Nível 1 - Contexto: em tratamento de fim de arquivo, LINKAGE SECTION precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: LINKAGE SECTION descreve parâmetros recebidos de outro programa; ela define a interface, não a alocação principal, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação. Nível 5 - Recomendação: combine padronização, teste com massa realista e observação de códigos de retorno para decidir o desenho final.","LINKAGE SECTION, tratamento de fim de arquivo, nível 4, cobol"
950,5,Cenários,Como SELECT deve ser avaliado em um cenário de migração de legado em COBOL?,"Nível 1 - Contexto: em migração de legado, SELECT precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: SELECT relaciona um nome lógico de arquivo a um recurso externo e define organização, chave e modo de acesso, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação. Nível 5 - Recomendação: combine padronização, teste com massa realista e observação de códigos de retorno para decidir o desenho final.","SELECT, migração de legado, nível 5, cobol"
951,1,Cenários,Como USAGE COMP-3 deve ser avaliado em um cenário de investigação de abend em produção em COBOL?,"Nível 1 - Contexto: em investigação de abend em produção, USAGE COMP-3 precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: USAGE COMP-3 usa packed decimal, muito comum em valores monetários por preservar precisão decimal com boa compactação, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade.","USAGE COMP-3, investigação de abend em produção, nível 1, cobol"
952,2,Cenários,Como OCCURS deve ser avaliado em um cenário de revisão de copybook compartilhado em COBOL?,"Nível 1 - Contexto: em revisão de copybook compartilhado, OCCURS precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: OCCURS define repetição de itens, formando tabelas indexadas ou subscritas, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade.","OCCURS, revisão de copybook compartilhado, nível 2, cobol"
953,3,Cenários,Como MOVE deve ser avaliado em um cenário de tabela grande com busca frequente em COBOL?,"Nível 1 - Contexto: em tabela grande com busca frequente, MOVE precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: MOVE transfere conteúdo entre itens de dados, com conversões e alinhamentos compatíveis ao tipo, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação.","MOVE, tabela grande com busca frequente, nível 3, cobol"
954,4,Cenários,Como SUBTRACT deve ser avaliado em um cenário de layout com campos alternativos em COBOL?,"Nível 1 - Contexto: em layout com campos alternativos, SUBTRACT precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: SUBTRACT subtrai valores respeitando regras de arredondamento, tamanho e sinal, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação. Nível 5 - Recomendação: combine padronização, teste com massa realista e observação de códigos de retorno para decidir o desenho final.","SUBTRACT, layout com campos alternativos, nível 4, cobol"
955,5,Cenários,Como IF deve ser avaliado em um cenário de parâmetros passados por CALL em COBOL?,"Nível 1 - Contexto: em parâmetros passados por CALL, IF precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: IF controla desvios condicionais, mas exige cuidado com escopo e legibilidade, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação. Nível 5 - Recomendação: combine padronização, teste com massa realista e observação de códigos de retorno para decidir o desenho final.","IF, parâmetros passados por CALL, nível 5, cobol"
956,1,Cenários,Como PERFORM VARYING deve ser avaliado em um cenário de execução com alto volume noturno em COBOL?,"Nível 1 - Contexto: em execução com alto volume noturno, PERFORM VARYING precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: PERFORM VARYING implementa laços controlados, comparáveis a FOR/WHILE em outras linguagens, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade.","PERFORM VARYING, execução com alto volume noturno, nível 1, cobol"
957,2,Cenários,Como CONTINUE deve ser avaliado em um cenário de programa sujeito a manutenção frequente em COBOL?,"Nível 1 - Contexto: em programa sujeito a manutenção frequente, CONTINUE precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: CONTINUE não faz nada explicitamente e serve para deixar um ramo sintaticamente claro, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade.","CONTINUE, programa sujeito a manutenção frequente, nível 2, cobol"
958,3,Cenários,Como STRING deve ser avaliado em um cenário de rotina com SQL embutido em COBOL?,"Nível 1 - Contexto: em rotina com SQL embutido, STRING precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: STRING concatena campos em um destino, com delimitadores e controle de ponteiro, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação.","STRING, rotina com SQL embutido, nível 3, cobol"
959,4,Cenários,Como INITIALIZE deve ser avaliado em um cenário de entrada textual com números inválidos em COBOL?,"Nível 1 - Contexto: em entrada textual com números inválidos, INITIALIZE precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: INITIALIZE zera ou reseta grupos de dados segundo regras de categoria, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação. Nível 5 - Recomendação: combine padronização, teste com massa realista e observação de códigos de retorno para decidir o desenho final.","INITIALIZE, entrada textual com números inválidos, nível 4, cobol"
960,5,Cenários,Como READ deve ser avaliado em um cenário de formatação de saída para relatório em COBOL?,"Nível 1 - Contexto: em formatação de saída para relatório, READ precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: READ obtém registro de arquivo sequencial, relativo ou indexado conforme a organização, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação. Nível 5 - Recomendação: combine padronização, teste com massa realista e observação de códigos de retorno para decidir o desenho final.","READ, formatação de saída para relatório, nível 5, cobol"
961,1,Cenários,Como DELETE deve ser avaliado em um cenário de processamento batch de cobrança em COBOL?,"Nível 1 - Contexto: em processamento batch de cobrança, DELETE precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: DELETE remove logicamente registro de arquivo indexado ou relativo, conforme suporte da organização, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade.","DELETE, processamento batch de cobrança, nível 1, cobol"
962,2,Cenários,Como FILE STATUS deve ser avaliado em um cenário de rotina de fechamento contábil em COBOL?,"Nível 1 - Contexto: em rotina de fechamento contábil, FILE STATUS precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: FILE STATUS captura códigos de retorno das operações de arquivo para tratamento explícito de erro, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade.","FILE STATUS, rotina de fechamento contábil, nível 2, cobol"
963,3,Cenários,Como ACCEPT deve ser avaliado em um cenário de integração com arquivo externo em COBOL?,"Nível 1 - Contexto: em integração com arquivo externo, ACCEPT precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: ACCEPT recebe entrada de terminal, ambiente ou data/hora, dependendo do compilador, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação.","ACCEPT, integração com arquivo externo, nível 3, cobol"
964,4,Cenários,Como CANCEL deve ser avaliado em um cenário de validação de cadastro em COBOL?,"Nível 1 - Contexto: em validação de cadastro, CANCEL precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: CANCEL remove um programa chamado dinamicamente da memória para futura recarga, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação. Nível 5 - Recomendação: combine padronização, teste com massa realista e observação de códigos de retorno para decidir o desenho final.","CANCEL, validação de cadastro, nível 4, cobol"
965,5,Cenários,Como EXIT PROGRAM deve ser avaliado em um cenário de leitura de VSAM indexado em COBOL?,"Nível 1 - Contexto: em leitura de VSAM indexado, EXIT PROGRAM precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: EXIT PROGRAM retorna do subprograma ao chamador sem encerrar a run unit inteira, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação. Nível 5 - Recomendação: combine padronização, teste com massa realista e observação de códigos de retorno para decidir o desenho final.","EXIT PROGRAM, leitura de VSAM indexado, nível 5, cobol"
966,1,Cenários,Como copybook deve ser avaliado em um cenário de programa chamado por CICS em COBOL?,"Nível 1 - Contexto: em programa chamado por CICS, copybook precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: copybook padroniza layouts e contratos de dados compartilhados entre programas, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade.","copybook, programa chamado por CICS, nível 1, cobol"
967,2,Cenários,Como ON OVERFLOW deve ser avaliado em um cenário de subprograma reutilizado por vários fluxos em COBOL?,"Nível 1 - Contexto: em subprograma reutilizado por vários fluxos, ON OVERFLOW precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: ON OVERFLOW trata excesso em operações como STRING e UNSTRING quando o destino não comporta o conteúdo, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade.","ON OVERFLOW, subprograma reutilizado por vários fluxos, nível 2, cobol"
968,3,Cenários,Como NOT AT END deve ser avaliado em um cenário de cálculo de juros e multa em COBOL?,"Nível 1 - Contexto: em cálculo de juros e multa, NOT AT END precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: NOT AT END permite separar claramente fluxo normal e fim de arquivo, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação.","NOT AT END, cálculo de juros e multa, nível 3, cobol"
969,4,Cenários,Como campos com sinal deve ser avaliado em um cenário de tratamento de fim de arquivo em COBOL?,"Nível 1 - Contexto: em tratamento de fim de arquivo, campos com sinal precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: campos com sinal carregam informação de positivo/negativo e exigem atenção em movimentação e exibição, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação. Nível 5 - Recomendação: combine padronização, teste com massa realista e observação de códigos de retorno para decidir o desenho final.","campos com sinal, tratamento de fim de arquivo, nível 4, cobol"
970,5,Cenários,Como edição numérica em PIC deve ser avaliado em um cenário de migração de legado em COBOL?,"Nível 1 - Contexto: em migração de legado, edição numérica em PIC precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: edição numérica em PIC permite máscara com vírgula, ponto, sinal e supressão para apresentação, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação. Nível 5 - Recomendação: combine padronização, teste com massa realista e observação de códigos de retorno para decidir o desenho final.","edição numérica em PIC, migração de legado, nível 5, cobol"
971,1,Cenários,Como nível 66 deve ser avaliado em um cenário de investigação de abend em produção em COBOL?,"Nível 1 - Contexto: em investigação de abend em produção, nível 66 precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: nível 66 representa o uso de RENAMES em alguns dialetos e estilos legados, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade.","nível 66, investigação de abend em produção, nível 1, cobol"
972,2,Cenários,"Como níveis 66, 77 e 88 deve ser avaliado em um cenário de revisão de copybook compartilhado em COBOL?","Nível 1 - Contexto: em revisão de copybook compartilhado, níveis 66, 77 e 88 precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: níveis 66, 77 e 88 atendem propósitos diferentes: renomear área, item isolado e nome condicional, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade.","níveis 66, 77 e 88, revisão de copybook compartilhado, nível 2, cobol"
973,3,Cenários,Como FUNCTION NUMVAL deve ser avaliado em um cenário de tabela grande com busca frequente em COBOL?,"Nível 1 - Contexto: em tabela grande com busca frequente, FUNCTION NUMVAL precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: FUNCTION NUMVAL converte texto numérico em valor utilizável em cálculo, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação.","FUNCTION NUMVAL, tabela grande com busca frequente, nível 3, cobol"
974,4,Cenários,Como FUNCTION UPPER-CASE deve ser avaliado em um cenário de layout com campos alternativos em COBOL?,"Nível 1 - Contexto: em layout com campos alternativos, FUNCTION UPPER-CASE precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: FUNCTION UPPER-CASE normaliza texto para comparação e padronização, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação. Nível 5 - Recomendação: combine padronização, teste com massa realista e observação de códigos de retorno para decidir o desenho final.","FUNCTION UPPER-CASE, layout com campos alternativos, nível 4, cobol"
975,5,Cenários,Como constantes figurativas deve ser avaliado em um cenário de parâmetros passados por CALL em COBOL?,"Nível 1 - Contexto: em parâmetros passados por CALL, constantes figurativas precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: constantes figurativas representam valores especiais padronizados sem depender de literais explícitos, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação. Nível 5 - Recomendação: combine padronização, teste com massa realista e observação de códigos de retorno para decidir o desenho final.","constantes figurativas, parâmetros passados por CALL, nível 5, cobol"
976,1,Cenários,Como arquivo relativo deve ser avaliado em um cenário de execução com alto volume noturno em COBOL?,"Nível 1 - Contexto: em execução com alto volume noturno, arquivo relativo precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: arquivo relativo usa número relativo do registro para acesso direto, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade.","arquivo relativo, execução com alto volume noturno, nível 1, cobol"
977,2,Cenários,Como BLOCK CONTAINS deve ser avaliado em um cenário de programa sujeito a manutenção frequente em COBOL?,"Nível 1 - Contexto: em programa sujeito a manutenção frequente, BLOCK CONTAINS precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: BLOCK CONTAINS descreve blocagem física em alguns dialetos e contextos de arquivo, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade.","BLOCK CONTAINS, programa sujeito a manutenção frequente, nível 2, cobol"
978,3,Cenários,Como ASCENDING KEY deve ser avaliado em um cenário de rotina com SQL embutido em COBOL?,"Nível 1 - Contexto: em rotina com SQL embutido, ASCENDING KEY precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: ASCENDING KEY indica ordenação esperada em tabelas ou arquivos para busca e sort/merge, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação.","ASCENDING KEY, rotina com SQL embutido, nível 3, cobol"
979,4,Cenários,Como ponto final em COBOL deve ser avaliado em um cenário de entrada textual com números inválidos em COBOL?,"Nível 1 - Contexto: em entrada textual com números inválidos, ponto final em COBOL precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: ponto final em COBOL encerra sentenças e pode ampliar escopo acidentalmente se usado sem disciplina, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação. Nível 5 - Recomendação: combine padronização, teste com massa realista e observação de códigos de retorno para decidir o desenho final.","ponto final em COBOL, entrada textual com números inválidos, nível 4, cobol"
980,5,Cenários,Como CALL estático deve ser avaliado em um cenário de formatação de saída para relatório em COBOL?,"Nível 1 - Contexto: em formatação de saída para relatório, CALL estático precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: CALL estático resolve a referência no link/compilação, trazendo previsibilidade operacional, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação. Nível 5 - Recomendação: combine padronização, teste com massa realista e observação de códigos de retorno para decidir o desenho final.","CALL estático, formatação de saída para relatório, nível 5, cobol"
981,1,Cenários,Como passagem por conteúdo deve ser avaliado em um cenário de processamento batch de cobrança em COBOL?,"Nível 1 - Contexto: em processamento batch de cobrança, passagem por conteúdo precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: passagem por conteúdo envia cópia lógica do valor, protegendo o original contra mudança, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade.","passagem por conteúdo, processamento batch de cobrança, nível 1, cobol"
982,2,Cenários,Como segurança de thread deve ser avaliado em um cenário de rotina de fechamento contábil em COBOL?,"Nível 1 - Contexto: em rotina de fechamento contábil, segurança de thread precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: segurança de thread exige evitar estado global mutável e efeitos colaterais não protegidos, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade.","segurança de thread, rotina de fechamento contábil, nível 2, cobol"
983,3,Cenários,Como S0C7 deve ser avaliado em um cenário de integração com arquivo externo em COBOL?,"Nível 1 - Contexto: em integração com arquivo externo, S0C7 precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: S0C7 abendo clássico ligado a erro de dados numéricos em instruções aritméticas, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação.","S0C7, integração com arquivo externo, nível 3, cobol"
984,4,Cenários,Como SSRANGE deve ser avaliado em um cenário de validação de cadastro em COBOL?,"Nível 1 - Contexto: em validação de cadastro, SSRANGE precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: SSRANGE ativa checagem de limites de subscrito em execução em muitos ambientes, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação. Nível 5 - Recomendação: combine padronização, teste com massa realista e observação de códigos de retorno para decidir o desenho final.","SSRANGE, validação de cadastro, nível 4, cobol"
985,5,Cenários,Como integração com JCL deve ser avaliado em um cenário de leitura de VSAM indexado em COBOL?,"Nível 1 - Contexto: em leitura de VSAM indexado, integração com JCL precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: integração com JCL conecta programa, datasets, parâmetros e execução batch no ecossistema mainframe, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação. Nível 5 - Recomendação: combine padronização, teste com massa realista e observação de códigos de retorno para decidir o desenho final.","integração com JCL, leitura de VSAM indexado, nível 5, cobol"
986,1,Cenários,Como RETURN-CODE deve ser avaliado em um cenário de programa chamado por CICS em COBOL?,"Nível 1 - Contexto: em programa chamado por CICS, RETURN-CODE precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: RETURN-CODE permite sinalizar resultado da execução ao job chamador, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade.","RETURN-CODE, programa chamado por CICS, nível 1, cobol"
